"","x"
"726","We need to follow for our own protection &amp; to contain the virus infection. We don't want add'l 1k plus Filipinos in the ICU just because of the virus. So please stop blabbering and just report any military or police that will abuse their power. But for now, follow. "
"727","“Stop waiting for the spread of the virus to start protecting yourself. Prevent any risk: stay home, stay safe and EVERYTHING WILL BE ALRIGHT.”
"
"728","""what if earth is doing its cleansing and healing because humans are destroying and threat to its body?""

"
"729","THIS EPIDEMIC WILL END SOON THIS EPIDEMIC WILL END SOON     THIS EPIDEMIC WILL END SOON THIS EPIDEMIC WILL END SOON THIS EPIDEMIC WILL END SOON THIS EPIDEMIC WILL END SOON THIS EPIDEMIC WILL END SOON THIS EPIDEMIC WILL END SOON THIS EPIDEMIC WILL END SOON "
"730","Fellow makatizens, in this current climate, let’s bag our own groceries when the cashier is all alone, just to get the lines moving. It’s not their fault and they’re all overwhelmed as it is.  "
"731","I have never seen Ayala Mall on a Saturday night so empty "
"732","We must be safe. Prayer should be the outbreak.
"
"733","Do not let this Virus cripple humanity!  <U+0001F645>

"
"734","Epidemiological Comparison of Respiratory Viral Infections. 
Comparing Flu vs COVID-19 vs SARS vs MERS.

Incubation time is the period between exposure to an infection and the appearance of the first symptoms. "
"735","My mom called and told her I can't seem to go home this May because we are discouraged to travel dometic/intl until May. But if we insist, you'll need to self quarantine for 2weeks with no pay. 

I gave her this reasons.. now, I realized it shouldn't be about money. "
"736","Our current company operation is 24/7 due to high volume of jobs, and tho we can have 1 day rest– the risk is freaking high. "
"737","When sometimes, we fail to understand because we refuse to understand..... "
"738","Let's stop blaming the government.
Let's start doing our part as citizens of this nation."
"739","The policy is served. The actions of my people are disgusting.
"
"740","28 days with no work.

Company decided to charge it to our SL and VL, kapag kulang na counted as AA.

Sigh. "
"741","**STOP PANIC-BUYING WHILE OTHERS ARE PANIC-DYING.

"
"742","The way i got anxious of everything because of this. This is the worst "
"743","Patulan nyo mga comments ko! Im so bored and out of this world! <U+0001F644> "
"744","greedy people are the real virus in this world "
"745","i swear na stress nakos kabulok sa mga tao ron. follow the advice of DOH and WHO instead of whining. everyone is doing their best already to avoid the problem from getting worse. cooperate with the authorities. ayaw pag hinilas ug sige rag reklamo dira. "
"746","Fashion Week 2020 postponed amid coronavirus spread

"
"747","YOU RUINED EVERYTHINGGGGGGG!

"
"748","so much people getting crazy buying alcohol but few wants to buy soap. "
"749","What if this virus is the solution for China to take over the world in a way that it'll lessen the population and an easy way to kill a president<U+0001F974>?
"
"750","Let us not blame the government for designating the armed forces and uniformed personnel in the "
"751","It is okay to be loud because your opinion does matter but to blame the government all the damn time does NOT help the humanity.
"
"752","WAIT WHAT THE FK confusing pa more!! "
"753","“but if your government or company is slow on the uptake, don't be that person. TAKE RESPONSIBILITY. for all but essential movement, restrict yourself.”
"
"754","Handa na ba kayo Southies? 

Advisory is from the City Government of Muntinlupa's official FB page.

"
"755","Don't panic.
Focus on your health.

"
"756","Filipinos, it's QUARANTINE not PRISON. It's RESTRICTION not MARTIAL LAW. 

Don't make things worse because of your stupidity, carelessness and spoiled attitude. Oh not to mention your political opinions. Your country is my country too. 

"
"757","Our government is a big failure. "
"758","It's not about pro or anti-Duterte anymore, nor thinking of possible Martial Law. It's about whether you are pro-life or anti-life, whether you participate the government's strive to overcome this horrible situation for the betterment of everyone. 
"
"759","I hope the media will be fast enough to report if a member of AFP or PNP gets positive (not praying that it happens of course). 

For badge or no badge, even with masks, everyone is at risk. 

Military action defeats the purpose of social distancing. <U+0001F643> "
"760","Strictly will be implemented on Monday. "
"761","2 alcohol per buyer policy, pero dahil naubusan yung roommate ko, binenta ko sa kanya yung isa kong nabili.
Not for her but for me as well.

If you haven't realized yet that in this situation, the greedy dies first. 

"
"762","so my Lolo has fever... y'all are welcome to my funeral <U+0001F480><U+2728> "
"763","Now we all see how incompetent this government is. Kagulo niyo po. Hays!!! "
"764","LOCKDOWN OR THE PURGE? "
"765","Blaming the Government doesn't help the situation, thus, it only makes the problem even worse. In times of this problem, all we can do is pray, be safe and always cooperate with the government. Di yung kukuda ka pa dyan tas gala ka pa ng gala without proper hygiene. "
"766","The same people who rants about our government's decisions are the same people who cannot even segregate biodegradable from non biodegradables. I KNOW YOUUUU

"
"767","The treatment of "
"768","""Filipinos, it's QUARANTINE not PRISON. It's RESTRICTION not MARTIAL LAW. 

Don't make things worse because of your stupidity, carelessness and spoiled attitude."" 

THIS!

"
"769","wtf! the philippines now has 98 confirmed cases!!!! pls stop already this is getting insane <U+0001F62D>

"
"770","One thing is for sure...
Many students all over the world especially those graduating students will surely be sad because this COVID-19 is stealing momentous event such as graduation and moments with their classmates/batchmates <U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F97A><U+0001F622>

"
"771","Can y’all please stop spreading FAKE news! If you have the hearsays about the virus, scrutinize first before publicize. Hindi kayo nakakatulong!!! "
"772","Not pro-Duterte but how can Pinoys still resist the measures being put into place to secure their health? Puro reklamo, ayaw mag-cooperate, then in the end still blames everyone but themselves when things get worse. Only in the Philippines! "
"773","""Filipinos, it's QUARANTINE not PRISON. It's RESTRICTION not MARTIAL LAW. 

Don't make things worse because of your stupidity, carelessness and spoiled attitude."" 

TOTOO!!!! 

"
"774","Corona virus during 5:01am to 7:59pm...

"
"775","Las Piñas City is now on State of Calamity. <U+2639><U+FE0F><U+0001F494>
"
"776","History muna tayo. 

Juan Ponce Enrile survived all of this epedemic and now, still fighting for a pandemic COVID19.

There's still hope. All we need is to pray to God. <U+0001F64F><U+0001F64F><U+0001F64F>
 "
"777","8 of 98.. or 8.16% for the Philippines

Global death at 3.5% <U+0001F614>

"
"778","I am not even on self-quarantine. But reading all the news about the pandemic, this is me now. "
"779","The  number of cases infected of covid is increasing &gt;^&lt; "
"780","Parties here in Siargao are suspended bc of this "
"781","Trying to distract myself amidst the worsening situation in the PH due to Covid-19 by watching movies but marathoning Resident Evil probly ain't the best idea. <U+0001F640> Stay safe &amp; keep the faith everyone! <U+0001F64F><U+0001F4AA>
"
"782","Due to the imposed curfew that begins at 8pm secondary to community quarantine. Mall hours are cutdown till 7pm.

"
"783","Feeling ko if it were not of the publication of Deloitte of their employee positive of the virus, it's still hidden by the government. Hate this government all you want coz deserved!!! "
"784","Last day of domestic flights. I feel sad for those employees who will have to settle with the no work no pay policy. I mean, they have families to feed and bills to pay. <U+0001F636>
"
"785","Don't complain about government motherfuckers we need to unite and follow the rules "
"786","CALL CENTER AGENTS ARE BEING IGNORED, WE ARE NOT IMMORTALS "
"787","We should also consider those people who r working in a BPO comp. most of them are restless and theyre working in a cold environment and both can trigger the virus. govt should b aware that we can get infected to <U+2639><U+FE0F> bcoz only govt employees r being assess and not us "
"788","We fight as one. "
"789","what is so difficult abt following community quarantine guidelines and the implemented curfew at night when it would literally just help all of us to avoid becoming carriers of the virus ?? "
"790","Because of what happened here in CDO, the medical professionals exposed to the first case "
"791","Quarantine in entire M. Manila announced last Mar 12 and take effect on Mar 15. It should be unannounce or immediately take effect. Why? To contain covid-19 virus in entire M. Manila not to transfer to other province. But now people rush to escape M. Manila. <U+0001F62D> "
"792","Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less.

- Marie Curie

"
"793","Three o'clock is always too late or too early for anything you want to do.

Jean-Paul Sartre

"
"794","""Sometimes life hits you in the head with a brick. Don't lose faith."" - Steve Jobs

"
"795","What is social distancing?

Social distancing is the strict maintenance of a distance of at least one (1) meter radius between and among individuals. "
"796","I cant stress this enough; with the rapid increase of mortality in PH, we must take "
"797","“Eventually, everyone will be quarantined to their houses with no sports to watch.. and in 9 months from now a boom of babies will be born .. and we will call them the coronials” 

"
"798","Numbers of Corona Virus cases in the Philippines is rising. Let's all pray for protection and let's also declare that this pandemic will stop now in Jesus' name! 
Corona Virus, you are no match for our God!
"
"799","Las Piñas City is now on STATE OF CALAMITY. <U+2639><U+FE0F><U+0001F494>
"
"800","Ncov19 will no longer threaten us soon..."
"801","Its alarming. "
"802","I think it's always easy for anyone to point out the flaws of our government towards their actions to prevent the COVID-19, but what we should be doing now amidst this crisis is to do whatever we can to not get ourselves infected, unite and help each other.

"
"803","ANG DAMING BOBO RITO SA TWITTER JUST GO BACK TO FACEBOOK AND BE WITH THE OTHER UNCULTURED SWINE THERE  "
"804","God help this country and this government. "
"805","I never scared neither fear though i feel discriminated as subject for infection because if i do the same thing like others do who am i judge. "
"806","Whatever the President does, there are always those people who keep on complaining and keeping their eye on the shortcomings of the government. Instead of doing these things, which could worsen the situation, why can't you stay at home, obey the rules and pray?
"
"807","Why would the MMDA General Manager share fake news? 

What a trainwreck of a government
"
"808","What if some/most of the people who rant about the government actually acquire the disease and then seeks for their help. "
"809","How deadly Covid19 is? There were like 85% possibility that a person would die because there's no cure yet. It's for the patient to survive while suffering with that disease. Therefore let's prevent this by following precautionary measures. "
"810","At the end of the day, I can finally say that I contributed more than I criticized <U+0001F642>

"
"811","i am not pro or anti duterte but isn't so funny how everyone is just demanding and pa know-it-all, blaming it all to duterte like heck it's not like he developed the virus and want all of this to happen??? it's not always the government "
"812","y'all everyone stay safe!!! i am silently panicking and terrified but i know we'll get through this, together. stop spreading hate and fake news, for once. shut up if it's not gonna help. "
"813","I hate how the media always count the TOTAL number of confirmed cases but never the number of ACTIVE cases. The rise in total number causes more fear. I get my daily updates on stats from "
"814","How scary this dreadful disease "
"815","I’ll just leave it here.
"
"816","Turn anxiety into action. Support the health workers at the frontlines of the "
"817","What about all of the schools that are not yet suspending the classes? Do we really need to have cases first, so there will be a suspension?
"
"818","98 confirmed cases and you still think that this virus is not a serious matter and we shouldn't be scared of? Insensitive and out of your mind?? "
"819","You know what? Social media makes everyone panic. This makes the situation worse. There are also some people that have the audacity to spread fake news without knowing that this has a really big impact for everyone. Shame!
"
"820","If you really want change and an outcome, simulan mo sa sarili mo. Hindi ung magrereklamo ka sa ibang tao, sarili mo ba, nagreklamo ka?? If you'll blame others for the situation now, i think you should blame yourself too. "
"821","Whatever the President does, there are always those people who keep on complaining and keeping their eye on the shortcomings of the government. Instead of doing these things, which could worsen the situation, why can't you stay at home, obey the rules and pray?
"
"822","<U+203C><U+FE0F>don’t forget to wear your masks<U+203C><U+FE0F> Hehe

"
"823","EVERYTHING THAT'S HAPPENING FEELS SO UNREAL cant believe nangyayari to on my lifetime

"
"824","Wash your hands.
Avoid crowds.
Practice social distancing.
Keep your immune system up.
Keep updated.
Don't hoard on stuff.
Don't panic.
Stop spreading fake news.
Pray and trust God that everything will be okay.

Stay safe everyone! 
"
"825","Stop acting like little kids who always throws tantrum be happy that the government is doing their best to prevent us from having such terrible disease <U+203C><U+FE0F> "
"826","No mass, malls will be closed, no social gatherings, no teleseryes, no work and school, travel ban and curfews will be imposed. What a sad year. <U+0001F61E>I just pray that everything will end soon. That everything will go back to normal. <U+0001F64F>

"
"827","I felt sad for this man. His visa will expire after 14 days from yesterday<U+0001F625>and he is affected with this travel ban (to-from Manila) worst is he can only return to Singapore if he will depart from Manila<U+0001F494> 

"
"828","In the midst of crisis Filipinos should stand together and help each other instead of using Social Media to bash one another.
"
"829","98 cases na.. This is very very alarming. Intense control and containment should be implemented! "
"830","Let us stop blaming the gov sa lahat ng nangyayari when we can't even discipline ourselves by simply following their orders. "
"831","other countries: government declares lockdown, citizens follow.

Philippines:
"
"832","Some false information spreading online regarding "
"833","What if some of those persons who runs out in the Metro Manila just to avoid the Community Quarantine are already exposed to the Covid-19?  "
"834","The rich are hoarding
The middle class are panic buying
The poor are hoping to be spared from the virus. <U+0001F641>

"
"835","This virus is more than the statistics. It took lives and still taking even up to this minute. Godspeed <U+0001F64F> "
"836","our chaka president found the perfect excuse to enforce martial law talaga without directly saying it no? even going as far as placing curfew and arresting peoole as if may pinipiling oras yung virus "
"837","It seems like people been fighting with people who critize the government in this time of crisis and are suggesting to just hold hand with the government in hope of defeating the current issue but i must differ becoz even if we all hold hands together ++ "
"838","Without the right plan, those actions will be nothing but mediocre resolve   and this is what i fear the time where we wont be able to hold hands just because the things there doing now are wrong however at the same time i cannot judge , i am in no position too ++ "
"839","Stop CONDEMNING them.            Start PRAYING for them <U+0001F64F>"
"840","Peeps in social media is straight-up ranting about the government and esp. du30. du30 doesnt want us to panic and yet people panic. use ur brains peeps, instead of ranting to du30, try to reflect your actions to everyone. du30 is still human, he is carrying the burden
"
"841","We need this one now. 
We're all in stress.
I cried watching this &amp; it's ok. 
Let's beat this virus. 
"
"842","Philippines is up to 64.
Pls also PRAY HARD for us <U+0001F64F>
"
"843","Daming pa-woke sa Twitter. Daming say pero ang TOTOXIC naman. gH0rL, just so u know you are not helping. Nagcacause ka lang ng panic. Don't politicize everything. Why don't u follow the rules wala namang mawawala. Shut the fuck up if u have nothing nice to say. <U+0001F910>

"
"844","I was sad when my sister told me that her friend who is a doctor here in Manila called her at midnight telling her that he is so tired and exhausted due to volume of patients in the hospital. Let's not forget to pray for our health workers <U+0001F64F><U+0001F64F><U+0001F64F> "
"845","Stop spreading hate. We are already in crisis. If you can't do it, just quarantine yourself at home and disconnect from social media if you don't have anything good to say. "
"846","my weeklong mandatory leave has ended and I should come back freshened up and motivated but instead I came back in a lockdown city with anxious people wearing masks on their faces, that breathing air seems to be dangerous than ever <U+2639><U+FE0F> "
"847","Some people doesn't understand what the government has doing for our country. Instead of bashing and getting mad at them, why don't we  cooperate and let us all unite against this virus. "
"848","the PNP and AFP (no matter how much [some] people hate them) should be protected too to avoid further spread of the virus "
"849","98 cases. Please remember that this is not in realtime. It takes some time to do the testing and check the results. More are definitely infected but not tested or not have results publicly revealed yet. Do not undermine but do not overly panic. "
"850","Sana naman may mga Deaf Interpreters every time may Press Conference or Breaking News para sa "
"851","it's saddens me to see that every time there's a calamity in our country, anti duterte's are very quick to judge, it's like they're waiting for this government to make mistakes, then they all celebrate <U+0001F60F> 
"
"852","Realize all world suffering u perceive is a mirror to ur own psychological self-abuse,.. U couldn’t even perceive each suffering aspect of external reality if it didn’t already exist w/in u. Touch &amp; transmute ur own psychological suffering, &amp; perceive d world in kind. "
"853","SOCIAL DISTANCING IMPLEMENTED YET WE HAVE STUPID FILIPINOS GATHERING FOR A HOMEMADE KBBQ "
"854","98 cases and counting. In God's grace, this shall pass too sooner.  Virus ka lang, Pinoy kami! "
"855","Fellows, This is not the time for our rants, fault-finds and judgements, instead a time for cooperation, unity and prayers. Keep ourselves updated about the situation and know how to keep each other safe. We can beat this.This is a pandemic disease but we are PINOY
"
"856","My lola told me stories about World War 2. 

My parents told me stories about 1972 Martial Law. 

Guess I'm making kwento to my future kids about COVID19. 

"
"857","Blaming the Government doesn't help the situation, thus, it only makes the problem even worse. In times of this problem, all we can do is pray, be safe and always cooperate with the government. Di yung kukuda ka pa dyan tas gala ka pa ng gala without proper hygiene. "
"858","Sad thing about Philippines....even in the middle of a crisis politics still exists...<U+0001F622><U+0001F622>  "
"859","A few months ago.
Idiots : im so tired of this life. When will this ends? *suicidal mode*
Now.
Still the same idiots: panic buying. Toilet paper and alcohol becomes the gods. <U+0001F612><U+0001F644>
Nung nangyari cyst?!<U+0001F602><U+0001F602> AYAN NA ANG VIRUS DI MO NA KAILANGAN MAGLASLAS
"
"860","OMG, it’s fake and I already deleted my tweet. I’m sorry <U+0001F62D><U+0001F64F><U+0001F3FC>
"
"861","Super alarming na nitong Covid 19. Worst than expected and it may become even worse. Lord guide us <U+0001F64F> "
"862","Corona Virus Prediction.  Creepy <U+0001F62B>

"
"863","We need Doctor Strange to reverse the time and brings everyone back. 
"
"864","This is very alarming. Although corona isn't as deadly as other viruses, IT IS STILL DEADLY. Moreover, establishments are going to be bankrupted. Workers will lose their jobs. Prices are going to increase and supply will decrease. People would not have anything to eat "
"865","We are now at war, facing the invisible enemy and threat. KEEP SAFE EVERYONE!!

"
"866","We demand "
"867","I see a lot of ddirty supporters under this tag saying that we shouldnt be criticizing the govt rn. Let me just say that as a tax paying citizen of this country, I have all the rights to question and criticize the government. 

"
"868","PEOPLE OF THE NATION.. CAN WE ATLEAST HAVE A LITTLE COMMON SENSE?? GUIDELINES AND PROTOCOLS ARE PROVIDED.. IF AIRLINE CONCERNS, CALL AIRLINES. IF WORK, CALL EMPLOYERS. IF U DO NOT HAVE VALID PURPOSE IN MANILA/NCR, DONT GO! <U+0001F92C> "
"869","LMAO i am dying<U+0001F602> they be like: fuck a quarantine nigga we putting you 6ft under<U+0001F602><U+0001F480> "
"870","Ano ba si Bong Go in this time and age of pandemic? Doctor? Nurse? Scientist? AUDITOR BA SYA???

"
"871","Saddest suspension ever<U+0001F97A><U+0001F636>
"
"872","Though I have already read the memorandum/guidelines that have been released. I'm still somewhat confused because the guidelines doesn't indicates students who are living and working in Manila but taking Graduate studies at night, outside Manila. 

"
"873","You can criticize the government’s response and take necessary health precautionary measures at the same time "
"874","Chilling at home with "
"875","really sad,covid 19 really hitting the ph rn
 "
"876","Just follow the fucking order. It's for your own good.
"
"877","8 pm to 5 am curfew to be imposed in "
"878","even many have recovered covid is still fatal. 
"
"879","WHYYYY DOOOO PEOPLEEEE SELLLL ALCOHOLLL FORR VERYYY EXPENSIVEEE PRICEEEE RANGEEEE? do y'all dunce trants put into that narrow brain of urs that not everyone has a lot of money to fucking afford that fucking alcohol na tinataasan nyo ng presyo?!

"
"880","“Eventually, everyone will be quarantined to their houses with no sports to watch.. and in 9 months from now a boom of babies will be born .. and we will call them the coronials” 

"
"881","Is it so hard for Pinoys NOT to be Pinoys for the next month and a half? Y'know, develop a respect for someone else's personal space? Not talk or gather together so much? Actually think about consequences of things like breaking quarantine?
"
"882","Went to a pharmacy awhile ago peeps were hoarding alcohol  but not wearing masks. They were talking closely with each other. Heard someone says that its awkward to wear mask and turned around and saw me wearing mask. "
"883","Starting on Monday. We don't have classes anymore.. But we teachers need to be in school. For some school paper works..

No more graduation either recognition.
We won't deprived it from those deserving graduates.
Need to suspend it. And make another schedule for that.
"
"884","Soo, I was fixated in exercising to lose some extra pounds recently. Now, I have 3 boxes of pizza in front of me. I had 5 slices now. Must be due to seeing Corona Virus all over my soc med feed for days and weeks now.  "
"885","Mandatory pullout of clinical clerks- pulling the social plug to limit potential exposure to high-risk groups ie children, elderly, people in immunocompromised state (CKD, DM,CA etc)

<U+0001F637> "
"886","Every sickness and disease has a name... the flu is a name, cancer is a name, heart disease is a name, Covid-19 is a name. The name of Jesus is high above all. Covid-19 must bow to the Name of Jesus. <U+0001F64F><U+0001F3FB><U+0001F64F><U+0001F3FB><U+0001F64F><U+0001F3FB> "
"887","This could b an unpopular opinion but I agree w/ what 2 some r drastic measures being taken by d<U+0001F1F5><U+0001F1ED>gov’t &amp; LGU’s.Kailangang magtiis 2 give<U+0001F1F5><U+0001F1ED>a chance 2 halt "
"888","""One man with a gun can control 100 without one."" ~ Vladimir Lenin "
"889","""Political power grows out of the barrel of a gun."" ~ Mao Zedong "
"890","""I have a very strict gun control policy: if there's a gun around, I want to be in control of it."" ~ Clint Eastwood "
"891","""Every gun that is made, every warship launched, every rocket fired, signifies in the final sense a theft from those who hunger and are not fed, those who are cold and are not clothed."" ~ Dwight D. Eisenhower "
"892","Feeling the high tension and fear at work yesterday. It was officially announced that 1 employee have been dx and 1 suspected to have one. We have a high chance that we will be on lock down anytime now. <U+0001F637><U+0001F637><U+0001F637> "
"893","We are down 6 covid-19 victims. We are on high death rate extreme due to poverty, lack of facility/fund/ skilled on infectious and diseases frontliners, poor health service does not bode well for our country. Please take this seriously. "
"894","President Trump suspends all travel from Europe for 30 days, except the UK, in response to coronavirus pandemic.
"
"895","Together,we'll defeat u.<U+0001F9A0>
Stay safe everyone.
"
"896","Guys.

If you need to hoard, go for COMPASSION &amp; SELFLESSNESS. Not only that its unlimited but also a trait everyone should have especially during these days. It's exactly what the world needs now.

Let's help one another. After all, we're fighting the same battle.<U+0001F609> "
"897","Ive seen lots of post blaming China for this "
"898","Don't forget to frequently wash your hands <U+0001F60D> "
"899","+ budget for fumigators, hazmat suit, temperature gun, AND A PROPER PAY FOR HEALTHWORKERS WHO ACT AS A FRONTLINER DURING THIS PANDEMIC. "
"900","Asf! Need a break! Need to go far away! 
Covid-19: Hello..
Me: k bye! Netflix "
"901","to celebrities &amp; influencers,rather than criticize,help in your own little way by following the procedures provided. The country does not need critical criticism right now but rather active volunteerism.for once,lets not have anyone to blame. we stand &amp; fight this."
"902","I found corona Virus Treatment.
<U+0001F447><U+0001F3FB><U+0001F447><U+0001F3FB>
"
"903","Watch reruns of current/old shows to pass time while doing social isolation

We owe it to vaillant healthcare providers + older ppl + ppl w/weak immune system i.e. cancer patients to slow down spread of "
"904","In this situation PANIC will NOT and it will NEVER help instead lets all be knowledgeable enough (I'm not saying yung pang PhD type ah) about the situation,the virus so that we know how to protect ourselves and at the same time follow our Government's guidelines. "
"905","We are able to survive those previous calamities so we can do it this time too "
"906","Amidst of these chaos, let's stop playing the who to blame type of game. Instead let's act as one to defeat "
"907","19 wedding in a row CANCELLED AND MOVED due to "
"908","I'll just leave this here! <U+0001F60A>
"
"909","And fck, Thats 20 fucking spots. What do YOU fcknging expect? Fill those with hashts and tags related to the happenings? "
"910","""why do people always blame the government?""

Simple, because they have the power "
"911","Just a reminder: it’s okay to blame Duterte for how bad things get with COVID-19 because he still allowed the entry of Chinese for the sake of humanity and ""pakikipagkaibigan"" in the Philippines despite the outbreak. "
"912","Other countries: Follows the lockdown
Some other part of the Philippines: “Duterte uses COVID para magkaka martial law” <U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F>"
"913","Philippine President Duterte tests negative for coronavirus  "
"914","Movement of top execs, insufficient precautions raise risks of "
"915","Meanwhile in the Philippines the Duterte regime wil deploy the police and the military to supposedly fight COVID-19. Idk how, probably shoot the virus? Tokhang COVID-19? "
"916","""This is on top of the state health insurance agency's coverage for quarantine and isolation costs."" "
"917","President Rodrigo Duterte said he would seek the help of China if the coronavirus disease 2019 (Covid-19) outbreak in the Philippines worsens. In his address to the nation on Thursday night, Duterte bared that Chinese President Xi Jinping was willing to... "
"918","PRESIDENT Rodrigo Duterte said he would seek the help of China if the coronavirus disease 2019 (Covid-19) outbreak in the Philippines worsens. Duterte made the statement as he bared that Chinese President Xi Jinping expressed willingness to assist the ... "
"919","Health authorities said there were three fresh cases of the COVID-19 in the country, bringing the total infected to 52 as government met to assess and draw up plans to mitigate the local transmission of the deadly disease.

"
"920","President Rodrigo Duterte has tested negative for the deadly coronavirus disease, his former aide and a senator said on Friday.

"
"921","President Rodrigo Duterte raised Code Red to alert sub-level 2, imposing a lock down in the capital as well as stringent “social distancing” measures as the COVID-19 spreads in the Philippines with the number of cases rising to 52.

"
"922","The Duterte government is outright INCOMPETENT. Malpractice sa budgeting (SEA games - hello corruption), sa communications (from PRs to presscons), sa planning (what’s up COVID-19), sa prinsipyo at values (hail China forevs wohooo at tokhang pa more). The Philippines is on <U+0001F525><U+203C><U+FE0F><U+203C><U+FE0F>"
"923","i’ve never read such stupid tweet until now <U+0001F606>

even if Duterte had imposed travel restrictions when early stages of covid broke out, one way or another, philippines will eventually come to this point. covid is a worldwide man to man transmission, fool. "
"924","BREAKING: President Rodrigo Duterte, Senator Bong Go test negative for COVID-19 "
"925","Duterte reiterates Philippines’ COVID-19 travel ban."
"926","JUST IN: President Rodrigo Duterte signs Proclamation No. 922 declaring a state of public health emergency following a confirmed local transmission of the coronavirus disease or COVID-19 "
"927","Last night, President Duterte addressed the Filipinos on the measures to be implemented to combat the spread of the CoViD-19 pandemic in the Philippines.

Thomasians, join the discussion and let your voices be heard! What are your thoughts on the matter?

"
"928","Last night, President Duterte addressed the Filipinos on the measures to be implemented to combat the spread of the CoViD-19 pandemic in the Philippines.

Thomasians, join the discussion and let your voices be heard! What are your thoughts on the matter?

"
"929","Now I understand why President Duterte mentioned that we might ask for help from China because they have already the fucking antidote. 
"
"930","ICYMI | Pres. Rodrigo Duterte also thanked China for offering to lend a hand in the COVID-19 outbreak should the Philippines need it. "
"931","LOOK | Pres. Duterte and his Cabinet meets with Metro Manila mayors on the coronavirus disease situation in the Philippines. The DOH earlier reported that confirmed COVID-19 cases in the country have reached 20. (via News5/Maeanne los Banos) "
"932","Panic in Metro Manila as people try to get in and out of the city on eve of 30-day lockdown starting this weekend. Pres Rodrigo Duterte announced the city-wide quarantine Thursday night to address rising cases of COVID-19 and raised Philippines alert level to Code Red Sub-level 2 "
"933","Philippines’ Duterte lauds China’s efforts in fighting COVID-19 "
"934","President Duterte of the Philippines has suspended all flights, land, and sea travel to metro Manila, Philippines from March 15, 2020 to April 14, 2020, because of the COVID-19 or Wuhan Coronavirus. Metro Manila has 14 million residents and currently 52 cases of the virus. "
"935","Philippines President Duterte addresses nation, announces sweeping measures in battle against COVID-19 "
"936","I worry for my countrymen because from what I can tell, the Philippines is about to face of an unprecedented disaster that it has never suffered before. 

I am not talking about COVID-19, I'm talking about Duterte capitalizing on the situation to obtain emergency powers."
"937","The wildfires in Australia 
The Iran and US fights 
The Taal Volcano in Philippines
Karen effect in the Philippines
The worst locust swarms in Africa 
COVID-19 
Stupid people attacking duterte

2020 is turning out to be a shitty year. Could we just skip to 2021 already?"
"938","Here are some of the outlines we capture. You can continue watching here - "
"939","President Rodrigo Duterte on Thursday night announced the extension of the suspension of classes in Metro Manila until April 12, after code red sub-level 2 was raised to contain the spread of coronavirus disease 2019 (Covid-19) in the Philippines.

 "
"940","Death Toll
Oplan tokhang of Duterte  Administration -6,487 (as of July 2019) so marami pang  nadagdag  and it is only in the Philippines
COVID-19 - 4, 200 ( as of March 11 2020)  worldwide"
"941","Philippines: BREAKING: Duterte Discusses Measures to Combat COVID-19, NCR to Undergo Lockdown "
"942","Successpedia : PHILIPPINES: President Duterte addresses the nation on COVID-19 "
"943","Dude, I hate Duterte for doing that but in our current situation here in Philippines, we need this one to prevent the increasing number of COVID-19 patients. "
"944","BREAKING: President Rodrigo Duterte and Senator Bong Go will get tested for COVID-19. "
"945","other countries : implemented lock down (people obeyed) 

Philippines : Pres. Duterte declares lock down 
Pilipino: He's using Covid-19 to implement the so called ""Martial Law"""
"946","Philippines: *COVID-19 cases rising*
*masses panicking*
*lots of underprivileged folks uncertain what to do*
*disinformation swelling*

Duterte: _-$"
"947","President Rodrigo Duterte on Thursday said he may consider seeking China's help if the 2019 coronavirus disease (COVID-19) outbreak in the Philippines deteriorates.++"
"948","“Land, domestic air, and domestic sea travel to and from Metro Manila shall be suspended"" from March 15, 2020 until April 14, 2020, ""subject to the daily review of the Inter-Agency Task Force,"" said President Rodrigo Duterte.

Read more about it: "
"949","NCR class suspension til April 12 but lockdown(travel restriction to &amp; from NCR) is til April 14. How does that work for students living outside NCR but studying here or vice versa?

Duterte declares lockdown of Metro Manila for 30 days due to COVID-19 "
"950","FOR THE BETTERMENT OF THE PHILIPPINES

Rally for the purpose to remove Duterte and some government officials in there respective position.

Cons: COVID - 19 will spread. (hehehe atleast those humans won't put our country in greater risk anymore)"
"951","President Rodrigo Duterte on Thursday said he may consider seeking China's help if the 2019 coronavirus disease (COVID-19) outbreak in the Philippines deteriorates. "
"952","President Rodrigo Duterte on Monday placed the entire Philippines under a state of public health emergency. "
"953","The Presidential Security Group will implement a “no-touch” policy on President Rodrigo Duterte to ensure his safety amid the coronavirus disease (COVID-19) outbreak in the Philippines. | "
"954","MANILA, Philippines — President Rodrigo Duterte has approved the imposition of a “community quarantine” in the entire Metro Manila as the government scrambles to contain the spread of the 2019 coronavirus disease (COVID-19) in the country."
"955","""Land, domestic air, and domestic sea travel to and from Metro Manila shall be suspended"" from March 15, 2020 until April 14, 2020, ""subject to the daily review of the Inter-Agency Task Force,"" said President Rodrigo Duterte. "
"956","Philippines’ Duterte announces containment measures in Manila to fight COVID-19 "
